sampleid,perwt,ftotinc,incwage,inctot,sex,age,educ,eduyears,degfield,hoursworked,raceethnicity,married,nchild,nchlt5,famsize,occtype,indtype,inschool,movedlastyear,hadchildlastyear,marriedlastyear,divorcedlastyear,disability,head,spouse,ownershp,homeowner,healthins,nocoverage,commutingtime,foreignborn,citizenship,region,statefip,metrohomeplace,metropop,metroba18pc
9079,9,82000,24000,24000,female,45,grade 12,12,n/a,40,nhwhite,1,2,0,5,salesandservicesandfood,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,east north central div,indiana,0,,
9081,71,31600,16600,31600,female,62,2 years of college,14,n/a,37,nhwhite,0,0,0,1,office,health,0,0,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,ohio,1,803416,27.442104
9085,184,84000,47000,84000,female,40,2 years of college,14,n/a,40,hispanic,1,0,0,1,salesandservicesandfood,otherservices,0,0,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,pacific division,california,1,13353907,31.398245
9090,59,120000,60000,60000,male,39,grade 12,12,n/a,40,nhwhite,1,0,0,2,businessfinance,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,west south central div,texas,1,7400479,31.686863
9091,76,50000,50000,50000,male,31,n/a or no schooling,0,n/a,40,hispanic,1,3,1,5,construction,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,141,1,0,pacific division,california,1,4580670,19.302816
9096,150,242000,225000,225000,male,48,4 years of college,16,social sciences,40,nhwhite,1,2,0,4,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,70,0,1,middle atlantic division,new jersey,1,20320876,37.242645
9099,471,60000,60000,60000,male,58,grade 12,12,n/a,40,nhwhite,0,0,0,2,transportation,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,pacific division,washington,0,,
9101,162,130000,100000,100000,female,45,5+ years of college,18,medical and health sciences and services,60,nhwhite,1,3,0,5,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,middle atlantic division,new jersey,1,6096120,35.061737
9102,87,84280,22000,22000,male,38,grade 12,12,n/a,40,nhwhite,0,0,0,3,transportation,otherservices,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,7,0,1,east north central div,wisconsin,1,170414,26.205944
9104,85,58500,42000,42000,female,37,grade 12,12,n/a,40,nhwhite,1,6,1,8,artsrecreationmedia,hospitality,0,0,0,0,0,0,0,1,rented,0,public/employer,0,40,0,1,pacific division,california,1,3337685,35.098385
9107,55,98800,50000,50000,male,38,n/a or no schooling,0,n/a,55,nhasian,1,1,0,5,salesandservicesandfood,hospitality,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,1,0,pacific division,california,1,4727357,46.360546
9108,91,89000,33000,33800,male,40,4 years of college,16,engineering technologies,40,nhwhite,1,2,0,4,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,michigan,0,,
9110,90,40000,40000,40000,male,55,grade 12,12,n/a,40,nhblack,0,2,0,4,csmathengineering,public,0,0,0,0,0,0,1,0,rented,0,individual only,0,20,0,1,pacific division,california,1,893119,14.197259
9111,18,70100,43000,43000,female,24,2 years of college,14,n/a,36,nhwhite,1,0,0,2,health,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,west north central div,iowa,0,,
9113,88,107130,92000,107130,female,44,5+ years of college,18,physical sciences,40,nhwhite,1,0,0,2,construction,utilities,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,pacific division,washington,1,3867046,39.11578
9114,95,80000,80000,80000,male,49,4 years of college,16,engineering,50,nhwhite,0,0,0,1,businessfinance,finance,0,0,0,0,1,0,1,0,owned or being bought (loan),1,public/employer,0,2,0,1,east north central div,ohio,1,2180746,30.566542
9115,245,0,11000,11000,male,49,grade 12,12,n/a,40,hispanic,0,1,0,3,construction,construction,0,1,0,0,0,0,0,0,rented,0,public/employer,0,30,1,0,south atlantic division,florida,1,6158824,29.833658
9116,331,264600,40000,40000,female,33,1 year of college,13,n/a,40,nhwhite,1,1,0,5,manufandinstallation,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,40,0,1,south atlantic division,florida,0,,
9117,157,210900,80000,80000,female,41,4 years of college,16,medical and health sciences and services,45,nhwhite,1,3,0,5,businessfinance,health,1,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,new england division,new hampshire,1,409697,34.940857
9118,60,40000,40000,40000,female,54,4 years of college,16,education administration and teaching,40,nhwhite,0,0,0,1,office,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,new england division,connecticut,1,1210259,35.466427
9124,34,53000,25000,25000,female,24,1 year of college,13,n/a,40,nhwhite,1,1,1,3,office,health,0,0,1,0,0,0,1,0,rented,0,individual only,0,40,0,1,west north central div,missouri,1,461469,25.359501
9126,36,44000,22000,22000,male,32,4 years of college,16,"area, ethnic, and civilization studies",40,nhwhite,1,2,2,4,manufandinstallation,manufacture,0,1,0,0,0,0,1,0,rented,0,individual only,0,15,0,1,west south central div,texas,1,7400479,31.686863
9128,13,63800,62000,62000,male,46,5+ years of college,18,education administration and teaching,40,nhwhite,1,4,0,6,artsrecreationmedia,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,mountain division,idaho,0,,
9129,119,173500,69000,69000,female,43,2 years of college,14,n/a,40,nhwhite,1,1,0,4,businessfinance,health,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,new england division,massachusetts,1,1621122,29.200991
9131,109,60000,60000,60000,male,40,grade 12,12,n/a,42,hispanic,1,4,1,6,manufandinstallation,information,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,45,1,0,east north central div,wisconsin,1,1576236,32.979988
9133,233,10000,10000,10000,male,30,grade 12,12,n/a,60,nhblack,0,0,0,1,salesandservicesandfood,hospitality,0,0,0,0,0,0,1,0,rented,0,public/employer,0,45,0,1,south atlantic division,georgia,1,5882450,34.712471
9135,331,27000,27000,27000,female,23,2 years of college,14,n/a,40,nhwhite,0,0,0,1,legal,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,25,0,1,middle atlantic division,new york,1,20320876,37.242645
9136,69,152500,150000,150000,male,40,4 years of college,16,business,44,hispanic,0,1,0,2,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,70,0,1,pacific division,california,1,13353907,31.398245
9138,56,35000,35000,35000,male,32,grade 12,12,n/a,40,nhblack,0,0,0,2,protection,public,0,0,0,0,0,0,0,0,rented,0,no coverage,1,30,0,1,south atlantic division,north carolina,0,,
9140,199,127400,34800,34800,male,25,4 years of college,16,criminal justice and fire protection,48,nhwhite,0,0,0,3,legal,professional,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,illinois,1,9533895,35.037014
9141,32,140000,60000,60000,male,47,1 year of college,13,n/a,40,nhwhite,1,2,0,4,businessfinance,public,0,0,0,0,0,0,0,1,rented,0,public/employer,0,0,1,1,west south central div,louisiana,1,440933,20.276079
9142,370,10000,10000,10000,female,22,1 year of college,13,n/a,40,nhblack,0,1,1,2,health,health,0,1,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,east north central div,michigan,1,4313002,28.965315
9143,118,1382200,638000,1378000,male,38,4 years of college,16,engineering,40,nhwhite,1,3,2,5,businessfinance,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,middle atlantic division,new york,1,20320876,37.242645
9144,183,100000,100000,100000,male,60,4 years of college,16,engineering technologies,44,nhwhite,1,0,0,2,health,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,east north central div,ohio,1,2058844,28.843008
9145,121,86000,40000,45000,male,59,4 years of college,16,communications,40,nhwhite,1,0,0,2,educationlibrary,education,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,mountain division,utah,1,617678,32.607349
9146,69,197000,80000,85000,male,51,1 year of college,13,n/a,40,nhwhite,1,1,0,3,manufandinstallation,transportation,0,0,0,1,1,0,0,1,rented,0,public/employer,0,15,0,1,pacific division,california,1,13353907,31.398245
9147,70,51000,45000,51000,male,56,grade 12,12,n/a,40,nhother,1,0,0,2,manufandinstallation,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,40,0,1,west south central div,louisiana,1,1275762,27.545013
9149,89,52000,52000,52000,male,44,2 years of college,14,n/a,65,nhwhite,1,3,0,5,salesandservicesandfood,hospitality,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,25,0,1,east north central div,illinois,1,9533895,35.037014
9152,52,365000,185000,185000,female,36,4 years of college,16,business,50,nhwhite,1,0,0,2,salesandservicesandfood,otherservices,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,new jersey,1,20320876,37.242645
9153,416,50000,50000,50000,male,36,1 year of college,13,n/a,60,nhwhite,1,4,0,6,transportation,transportation,0,1,0,0,0,0,0,1,rented,0,no coverage,1,30,0,1,south atlantic division,south carolina,0,,
9157,66,218000,18000,18000,female,63,1 year of college,13,n/a,40,nhwhite,1,0,0,2,educationlibrary,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,east north central div,illinois,1,9533895,35.037014
9158,178,68000,38000,38000,female,63,2 years of college,14,n/a,40,nhwhite,0,1,0,2,health,health,0,0,0,0,0,0,1,0,rented,0,individual only,0,0,0,1,south atlantic division,florida,1,2509831,29.181835
9159,75,25000,30000,30000,male,60,grade 11,11,n/a,36,nhwhite,0,1,0,3,construction,construction,0,0,0,0,0,0,0,0,owned or being bought (loan),1,no coverage,1,30,0,1,south atlantic division,north carolina,0,,
9160,63,160200,50000,50000,male,60,grade 12,12,n/a,40,nhwhite,1,1,0,5,manufandinstallation,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,0,1,west south central div,texas,1,7400479,31.686863
9161,68,29000,29000,29000,female,61,2 years of college,14,n/a,40,nhwhite,0,0,0,1,office,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,pacific division,oregon,1,374748,28.014442
9162,72,189000,1000,128000,female,64,5+ years of college,18,psychology,45,nhwhite,1,0,0,2,businessfinance,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,new england division,connecticut,1,949921,44.085873
9164,29,124900,90000,92500,male,50,grade 12,12,n/a,49,nhwhite,1,1,0,3,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,6,0,1,east north central div,wisconsin,0,,
9165,90,70000,55000,70000,male,39,grade 12,12,n/a,50,nhwhite,1,0,0,5,salesandservicesandfood,retailtrade,0,0,0,0,0,1,1,0,owned or being bought (loan),1,no coverage,1,15,0,1,south atlantic division,florida,1,6158824,29.833658
9168,136,95000,95000,95000,male,35,2 years of college,14,n/a,45,nhwhite,1,2,2,4,transportation,transportation,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,0,1,west south central div,texas,1,2115827,40.612038
9171,164,92000,65000,65000,male,55,1 year of college,13,n/a,40,hispanic,1,0,0,2,csmathengineering,information,0,0,0,0,0,0,1,0,rented,0,no coverage,1,30,1,1,south atlantic division,florida,1,686483,17.668415
9174,131,170000,100000,100000,female,33,4 years of college,16,linguistics and foreign languages,50,nhwhite,1,0,0,2,businessfinance,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,pennsylvania,1,417854,22.093346
9176,79,99000,65000,65000,male,31,5+ years of college,18,physical sciences,43,nhwhite,1,1,1,3,science,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,153,0,1,mountain division,colorado,0,,
9177,88,40600,40600,40600,male,60,grade 12,12,n/a,45,nhwhite,0,0,0,1,construction,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,20,0,1,south atlantic division,florida,0,,
9179,28,52000,52000,52000,female,26,5+ years of college,18,medical and health sciences and services,36,nhwhite,1,1,1,2,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,20,0,1,west north central div,minnesota,0,,
9180,80,50000,50000,50000,male,40,grade 12,12,n/a,45,nhwhite,1,2,0,4,businessfinance,manufacture,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,pacific division,oregon,0,,
9181,53,99720,6400,12100,male,22,1 year of college,13,n/a,40,hispanic,0,0,0,2,transportation,professional,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,new jersey,1,6096120,35.061737
9182,143,305000,55000,55000,female,47,5+ years of college,18,communications,38,nhwhite,1,1,0,3,educationlibrary,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,1,1,pacific division,california,1,4727357,46.360546
9183,43,94600,46800,46800,female,36,1 year of college,13,n/a,40,nhwhite,1,0,0,3,health,health,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,75,0,1,west north central div,missouri,0,,
9184,69,150000,130000,130000,male,35,4 years of college,16,agriculture,50,nhwhite,1,1,1,3,salesandservicesandfood,wholesaletrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,90,0,1,south atlantic division,florida,1,739224,25.421127
9186,75,92900,40000,40500,female,57,5+ years of college,18,education administration and teaching,50,nhwhite,1,0,0,2,salesandservicesandfood,wholesaletrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,west north central div,missouri,0,,
9187,11,89000,45000,45000,female,30,2 years of college,14,n/a,40,nhwhite,1,1,1,3,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,0,1,east south central div,tennessee,0,,
9188,62,60000,60000,60000,female,44,4 years of college,16,computer and information sciences,40,hispanic,0,0,0,1,csmathengineering,information,0,0,0,0,1,0,1,0,owned or being bought (loan),1,public/employer,0,10,1,1,south atlantic division,florida,1,6158824,29.833658
9192,62,50000,50000,50000,female,28,4 years of college,16,communications,40,nhother,0,0,0,2,artsrecreationmedia,otherservices,0,0,0,0,0,0,1,0,rented,0,public/employer,0,40,0,1,south atlantic division,district of columbia,1,6216710,47.067619
9194,42,47000,32000,32000,female,45,grade 12,12,n/a,40,nhwhite,1,0,0,2,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,individual only,0,15,0,1,new england division,vermont,0,,
9196,137,52000,52000,52000,female,26,2 years of college,14,n/a,40,nhwhite,0,0,0,1,health,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,25,0,1,south atlantic division,georgia,0,,
9197,108,62000,25000,25000,male,34,grade 12,12,n/a,40,nhwhite,1,2,1,4,manufandinstallation,information,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,4,0,1,west north central div,iowa,0,,
9198,83,77000,32000,32000,male,45,grade 12,12,n/a,40,nhwhite,1,1,0,3,manufandinstallation,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,west north central div,nebraska,0,,
9200,121,114500,35000,35000,male,20,grade 12,12,n/a,40,nhwhite,0,0,0,4,manufandinstallation,otherservices,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,10,0,1,east north central div,ohio,0,,
9205,353,47000,30000,47000,male,51,grade 12,12,n/a,40,hispanic,1,0,0,1,ruralextraction,ruralextraction,0,1,0,0,0,1,0,0,rented,0,public/employer,0,30,1,1,pacific division,california,1,272673,12.371526
9206,85,15000,15000,15000,male,46,1 year of college,13,n/a,40,nhwhite,0,2,0,3,manufandinstallation,otherservices,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,new york,1,20320876,37.242645
9209,115,36000,36000,36000,male,55,grade 12,12,n/a,40,nhwhite,1,0,0,2,salesandservicesandfood,public,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,wisconsin,0,,
9210,91,47200,40000,40000,male,36,2 years of college,14,n/a,70,nhwhite,0,1,0,2,manufandinstallation,retailtrade,0,0,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,south atlantic division,south carolina,1,334391,22.124405
9212,121,143000,88000,88000,female,40,4 years of college,16,biology and life sciences,40,nhwhite,1,3,0,5,health,finance,0,0,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,middle atlantic division,new york,1,886188,34.473579
9217,124,37000,37000,37000,male,36,5+ years of college,18,environment and natural resources,45,nhwhite,0,1,0,2,science,education,0,0,0,0,0,0,1,0,rented,0,public/employer,0,5,0,1,west south central div,arkansas,0,,
9222,60,30000,30000,30000,female,39,n/a or no schooling,0,n/a,40,hispanic,0,0,0,1,businessfinance,health,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,100,0,1,mountain division,colorado,1,2888227,40.913242
9223,79,120300,80000,88300,male,43,4 years of college,16,physical sciences,40,nhwhite,1,2,0,4,csmathengineering,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,east north central div,michigan,1,158640,20.356565
9224,127,68000,35000,35000,male,58,grade 12,12,n/a,45,nhwhite,1,0,0,2,csmathengineering,manufacture,0,1,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,60,0,1,west north central div,missouri,1,2126945,34.216198
9225,100,142000,59000,62000,female,26,4 years of college,16,medical and health sciences and services,36,nhwhite,0,0,0,3,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,west south central div,texas,0,,
9227,64,25800,25800,25800,female,45,2 years of college,14,n/a,55,nhwhite,0,0,0,1,office,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,60,0,1,west north central div,kansas,0,,
9228,213,96000,60000,60000,male,29,grade 12,12,n/a,40,hispanic,1,3,2,5,businessfinance,transportation,0,0,0,0,0,0,0,1,rented,0,public/employer,0,30,1,1,south atlantic division,florida,1,6158824,29.833658
